"state_m","gender_m","city_m","OPEN_DT","empstat","age","p_churn"
"WA","F","Seatlle","03APR2014","fulltime","          43","0.1017339575"
"AZ","M","Tucson","13JAN2014","fulltime","          53","0.9615375236"
"AZ","F","Phoenix","04AUG2013","fulltime","          32","0.1700755489"
"Wyoming","M","CHeyenne","17MAY2014","parttime","          33"," 0.443917324"
"CA","F","San Francisco","04AUG2013","fulltime","          31"," 0.712476286"
"CA","M","San Diego","19SEP2013","fulltime","          35","0.4141523547"
"CA","F","San Francisco","17APR2012","fulltime","          34","0.4649299381"
"CO","M","Denver","31OCT2012","parttime","          38","0.8390717934"
"WA","F","Seatlle","22MAY2014","fulltime","          28","0.7568932687"
"UT","M","provo","10OCT2013","fulltime","          39"," 0.586382624"
"ID","M","BOISE","24APR2013","fulltime","          37","0.5841315694"
"Nevada","M","Las Vegas","10JUL2013","fulltime","          34"," 0.397941746"
"UT","F","provo","20JUN2013","fulltime","          34"," 0.157609264"
"CA","M","San Francisco","16MAY2013","fulltime","          29","0.1678809315"
"UT","M","provo","06APR2014","fulltime","          26","0.7855716803"
"CO","M","Denver","07MAR2013","parttime","          29","0.0786712147"
"CA","M","San Diego","07FEB2012","fulltime","          33","0.7164959031"
"CO","F","Denver","16DEC2013","parttime","          40","0.5167492756"
"CA","M","San Diego","24APR2013","fulltime","          57","0.2744064123"
"UT","M","provo","01APR2013","fulltime","          39","0.5337134439"
"CA","F","San Francisco","25AUG2012","fulltime","          55"," 0.880318005"
"WA","M","Seattle","05DEC2013","fulltime","          47","0.8312828158"
"CA","M","San Diego","30MAR2013","fulltime","          27","0.9813054614"
"OR","M","PORTland","10NOV2013","other","          33","  0.19879425"
"OR","M","PORTland","28AUG2012","other","          36","0.7520477035"
"WA","M","Seattle","24APR2013","fulltime","          33","0.0733907973"
"CA","M","San Francisco","30MAR2012","fulltime","          28","0.4593945567"
"CA","F","San Diego","27OCT2013","fulltime","          36"," 0.476119153"
"WY","F","CHeyenne","24APR2013","parttime","          31","0.9785181885"
"CA","M","San Diego","30MAR2013","fulltime","          28","0.8601999217"
"Washington","M","Seattle","06APR2014","fulltime","          28","0.2861433031"
"CA","F","San Diego","30MAR2013","fulltime","          40","0.8010843018"
"OR","F","PORTland","08DEC2013","other","          53","0.7935637249"
"AZ","F","Tucson","21NOV2012","fulltime","          35","0.6649458668"
"Wyoming","M","CHeyenne","06DEC2012","parttime","          28","0.7874160669"
"Nevada","M","Las Vegas","16MAY2013","fulltime","          52","0.7828073896"
"CA","Female","Los Angeles","19FEB2013","fulltime","          60","0.0651878184"
"CA","M","San Francisco","21FEB2012","fulltime","          39","0.8172340779"
"Arizona","M","Phoenix","14OCT2013","fulltime","          48","0.8040647808"
"CA","Male","Los Angeles","19FEB2013","fulltime","          29","0.8257573665"
"AZ","F","Phoenix","10NOV2013","fulltime","          36","0.4827016557"
"UT","F","provo","08OCT2012","fulltime","          26","0.6797925232"
"CA","M","San Diego","05JAN2012","fulltime","          40","0.0575876213"
"WA","F","Seatlle","04JUN2013","fulltime","          36","0.9444168424"
"Nevada","F","Las Vegas","30MAR2013","fulltime","          34","  0.31539953"
"CA","M","San Jose","30MAR2013","fulltime","          46","0.0247789952"
"CA","Female","Los Angeles","19FEB2013","fulltime","          28","0.2707634234"
"UT","F","provo","30MAR2013","fulltime","          29","0.9642045912"
"WA","M","Seattle","20JUN2013","fulltime","          29","0.9370242371"
"Arizona","M","Tucson","30MAR2013","fulltime","          54","0.9484480629"
"OR","F","PORTland","22MAY2014","other","          29","0.7384764556"
"WA","F","Seatlle","20MAR2013","fulltime","          28"," 0.323400037"
"UT","F","provo","04MAY2012","fulltime","          49","0.5326428332"
"WA","M","Seattle","08DEC2013","fulltime","          30","0.8505410081"
"WA","M","Seattle","04MAY2012","fulltime","          28","0.0971223922"
"Arizona","F","Phoenix","25NOV2013","fulltime","          33","0.5260883451"
"Washington","F","Seatlle","22MAY2014","fulltime","          37","0.7611245773"
"CA","Woman","Los Angeles","19FEB2013","fulltime","          29","0.0584868184"
"CA","M","Los Angeles","28MAR2014","fulltime","          35","0.2883708963"
"NV","F","Las Vegas","20MAR2013","fulltime","          26","0.8667013877"
"ID","F","BOISE","08MAY2013","parttime","          55","0.5524724338"
"CA","M","San Francisco","13JAN2014","fulltime","          28","0.8388955914"
"AZ","M","Phoenix","08MAR2012","other","          34","0.3621799775"
"AZ","M","Tucson","09FEB2014","fulltime","          29","0.8888295609"
"UT","M","provo","10FEB2012","fulltime","          47","0.8234777305"
"AZ","M","Phoenix","04JAN2014","fulltime","          50","0.3221294872"
"CA","M","San Jose","04AUG2013","fulltime","          28","0.2197757574"
"ID","M","BOISE","30MAR2012","fulltime","          30","0.6641188444"
"Washington","M","Seattle","08DEC2013","fulltime","          34","0.8849588311"
"CA","M","San Diego","11AUG2013","fulltime","          42","0.5683201652"
"Nevada","M","Las Vegas","10OCT2013","fulltime","          32","0.8696917113"
"Wyoming","F","CHeyenne","22MAY2014","parttime","          34"," 0.527903009"
"Arizona","F","Phoenix","08DEC2013","fulltime","          37","0.2772875714"
"AZ","M","Tucson","05NOV2012","parttime","          55","0.5244224228"
"CA","F","San Diego","30NOV2013","fulltime","          38","0.9899949026"
"CA","M","San Diego","10JUL2013","fulltime","          54","0.7031523323"
"AZ","F","Phoenix","05APR2012","fulltime","          28","0.8125211065"
"UT","M","provo","06MAY2014","fulltime","          34","0.1334743719"
"Arizona","M","Phoenix","30MAR2013","fulltime","          40","0.0249143001"
"Nevada","M","Las Vegas","08MAR2012","fulltime","          31","0.2062132872"
"Wyoming","F","CHeyenne","09MAY2013","parttime","          45","0.6687612164"
"Arizona","M","Phoenix","01MAY2012","fulltime","          35","0.6485946358"
"CA","M","San Francisco","12DEC2012","fulltime","          36","0.1914481587"
"CA","F","San Francisco","24SEP2012","fulltime","          40"," 0.660944532"
"Wyoming","M","CHeyenne","04AUG2013","parttime","          29","0.3720736231"
"Wyoming","M","CHeyenne","13AUG2013","parttime","          31","0.3643963679"
"NV","M","Las Vegas","26AUG2012","fulltime","          29","0.1584800212"
"WY","F","CHeyenne","11AUG2013","parttime","          31","0.3069150938"
"Arizona","M","Tucson","01JUN2012","parttime","          31"," 0.430729557"
"AZ","M","Phoenix","16DEC2013","fulltime","          46","0.4362257535"
"ID","F","BOISE","15DEC2012","fulltime","          29","0.2310122905"
"CA","Female","Los Angeles","19FEB2013","fulltime","          60","0.2167445408"
"Washington","F","Seatlle","26AUG2012","fulltime","          28","0.5763687322"
"CA","Female","Los Angeles","19FEB2013","fulltime","          42","0.4036430933"
"WY","F","CHeyenne","07FEB2012","parttime","          63","0.3537111028"
"ID","F","BOISE","24SEP2012","fulltime","          29","0.8637753734"
"WA","F","Seatlle","11AUG2013","fulltime","          36","0.4128640366"
"Washington","M","Seattle","01JUN2012","fulltime","          35","0.8051045862"
"Arizona","M","Phoenix","24SEP2012","fulltime","          27","0.9079143516"
"Arizona","M","Phoenix","18MAY2014","fulltime","          36","0.5990295823"
"CA","M","San Diego","04JUN2013","fulltime","          31","0.0381264789"
"UT","M","provo","12DEC2012","fulltime","          34","0.2780461937"
"WY","F","CHeyenne","28AUG2012","parttime","          28","0.2120554844"
"WA","F","Seatlle","15JUN2012","fulltime","          33","0.8951194402"
"CA","M","San Diego","30MAR2013","fulltime","          28","0.5113260087"
"CA","F","San Francisco","30MAR2012","fulltime","          42","0.4354302881"
"CA","F","Los Angeles","08MAY2013","fulltime","          30","0.8469783649"
"CO","M","Denver","17MAY2014","fulltime","          52","0.0516330777"
"WA","F","Seatlle","06JUL2013","fulltime","          36","  0.56422372"
"CA","M","San Francisco","06APR2014","fulltime","          27","0.5391923224"
"CA","M","San Diego","21MAY2014","fulltime","          43","0.5565364238"
"Washington","M","Seattle","16APR2014","fulltime","          42","0.9666559347"
"CA","F","San Francisco","26AUG2012","fulltime","          58","0.8240011795"
"Wyoming","F","CHeyenne","05APR2012","parttime","          34","0.0444117123"
"OR","F","PORTland","06SEP2012","other","          30","0.6601735571"
"Washington","F","Seatlle","28MAR2014","fulltime","          54","0.1922046562"
"WY","M","CHeyenne","25OCT2012","parttime","          28","0.2070476968"
"Arizona","M","Tucson","10FEB2012","fulltime","          28","0.2691009302"
"AZ","M","Phoenix","18MAY2014","other","          32","0.0077291066"
"CA","F","San Francisco","21NOV2012","fulltime","          45","0.3071776621"
"CA","M","Los Angeles","19FEB2013","fulltime","          34","0.0246951967"
"CA","F","Los Angeles","24APR2013","fulltime","          29","0.9177766032"
"UT","M","provo","16MAY2014","fulltime","          28","0.1268907195"
"Arizona","F","Tucson","30MAR2013","parttime","          42"," 0.246393833"
"WA","F","Seatlle","15NOV2013","fulltime","          28","0.8810807065"
"UT","F","provo","20JUN2013","fulltime","          34","0.3739715532"
"CA","Female","Los Angeles","01JAN2012","fulltime","          59","0.6185233279"
"CA","M","San Francisco","15FEB2014","fulltime","          28","0.8589044529"
"Arizona","F","Phoenix","19JAN2014","fulltime","          29","0.2059806349"
"UT","F","provo","08MAY2013","fulltime","          33","0.3618488937"
"OR","M","PORTland","21NOV2012","other","          29","0.3254413006"
"CA","F","San Francisco","04MAY2012","fulltime","          48","0.4167356335"
"Wyoming","F","CHeyenne","25AUG2012","parttime","          34","0.4367121628"
"CA","M","San Francisco","30MAR2013","fulltime","          29","0.6389411854"
"CA","M","Los Angeles","19FEB2013","fulltime","          32","0.5500396199"
"CA","Male","Los Angeles","21FEB2012","fulltime","          33","0.5563506016"
"CA","M","San Diego","04MAY2014","fulltime","          38","0.0606606077"
"Nevada","F","Las Vegas","04MAY2014","fulltime","          44","0.5154226839"
"CA","M","Los Angeles","04DEC2012","fulltime","          46","0.9101891345"
"AZ","F","Phoenix","03APR2012","fulltime","          34","0.6252295364"
"OR","F","PORTland","17MAY2014","other","          34","0.8015030701"
"CA","M","San Diego","16DEC2013","fulltime","          26","0.0633289502"
"CO","F","Denver","30MAR2013","fulltime","          33"," 0.047693748"
"Arizona","M","Phoenix","25OCT2012","fulltime","          45","0.9803480641"
"Arizona","M","Tucson","30JUN2012","parttime","          33","0.3270057004"
"CA","M","San Jose","08OCT2012","fulltime","          29","0.8297561318"
"CA","M","San Jose","03APR2012","fulltime","          28","0.0211607516"
"ID","F","BOISE","30MAR2013","parttime","          42","0.2889788823"
"CA","Man","Los Angeles","19FEB2013","fulltime","          28","0.5602356016"
"CO","M","Denver","05OCT2013","parttime","          31","0.9456959348"
"AZ","M","Phoenix","25NOV2013","fulltime","          36","0.6675160824"
"CA","F","San Francisco","21MAY2014","fulltime","          39","0.6038252165"
"WA","M","Seattle","04MAY2014","fulltime","          29","0.0401496934"
"NV","F","Las Vegas","19SEP2013","fulltime","          26","0.0209692838"
"Wyoming","M","CHeyenne","31OCT2012","parttime","          26","0.9849454933"
"WA","M","Seattle","05APR2012","fulltime","          54","0.2820290217"
"NV","M","Las Vegas","15NOV2013","fulltime","          53","0.8021635729"
"CA","F","Los Angeles","22MAY2014","fulltime","          28","0.6135667249"
"CO","M","Denver","29MAR2014","fulltime","          38","0.5780863476"
"AZ","M","Tucson","05OCT2013","parttime","          30","0.7665678196"
"Arizona","F","Phoenix","08MAY2013","fulltime","          30"," 0.672105999"
"CA","Female","Los Angeles","21MAY2014","fulltime","          28","0.4466825954"
"CA","M","Los Angeles","01JUN2012","fulltime","          37","0.6861129015"
"CA","Female","Los Angeles","19FEB2013","fulltime","          34","0.0740896981"
"CA","Man","Los Angeles","25AUG2012","fulltime","          32","0.4828623559"
"WA","F","Seatlle","29MAR2014","fulltime","          28"," 0.138069185"
"CA","M","San Francisco","15DEC2012","fulltime","          57","0.9973847461"
"CA","F","San Diego","12APR2013","fulltime","          36"," 0.404202311"
"CO","F","Denver","28AUG2012","parttime","          35"," 0.466718504"
"CA","Woman","Los Angeles","30MAR2013","fulltime","          53","0.2830491151"
"UT","M","provo","16APR2014","fulltime","          40","0.5640711047"
"CA","F","San Francisco","17MAY2014","fulltime","          46","0.2185658092"
"Washington","M","Seattle","16MAY2014","fulltime","          29","0.6545202246"
"OR","M","PORTland","26JAN2012","other","          29","0.6645971507"
"CA","F","San Francisco","11AUG2013","fulltime","          39","0.8606925145"
"CO","M","Denver","30MAR2012","fulltime","          38","0.4769717662"
"CA","F","San Francisco","27OCT2013","fulltime","          34","0.3794327939"
"Wyoming","M","CHeyenne","05SEP2013","parttime","          30","0.9937143926"
"Washington","F","Seatlle","01OCT2012","fulltime","          40","0.2016896178"
"UT","F","provo","06NOV2012","fulltime","          32","0.3742990211"
"NV","M","Las Vegas","06JUL2013","fulltime","          57","0.4568944096"
"UT","F","provo","07FEB2012","fulltime","          34","0.8779890979"
"CO","F","Denver","26JAN2012","parttime","          29","0.4453058436"
"Arizona","F","Phoenix","01APR2013","fulltime","          31","0.7593226851"
"CA","F","San Francisco","08JUN2012","fulltime","          36","0.1326284023"
"ID","M","BOISE","08MAY2013","parttime","          38","0.5172825747"
"Wyoming","M","CHeyenne","01JUN2012","parttime","          46","0.5640927286"
"CA","M","San Francisco","08DEC2013","fulltime","          30","0.9648008151"
"AZ","M","Phoenix","03APR2012","other","          26"," 0.387989164"
"CA","M","San Francisco","06NOV2012","fulltime","          29","0.4934126919"
"CO","M","Denver","11AUG2013","fulltime","          36","0.8077936577"
"WY","F","CHeyenne","05MAR2012","parttime","          36","0.1316715079"
"Wyoming","M","CHeyenne","15MAY2014","parttime","          32","0.3172651508"
"AZ","M","Phoenix","22MAY2014","other","          35","0.7377417505"
"CA","M","San Diego","15JAN2012","fulltime","          32","0.9678966324"
"Arizona","M","Tucson","01MAY2012","fulltime","          30","0.7914642882"
"CA","M","San Francisco","30MAR2013","fulltime","          28","0.8709857896"
"ID","F","BOISE","31OCT2012","parttime","          38","0.5642185754"
"NV","F","Las Vegas","21NOV2012","fulltime","          33","0.7096511585"
"Nevada","M","Las Vegas","28NOV2013","fulltime","          53","0.6096464776"
"AZ","F","Phoenix","04JAN2014","other","          29","0.8408534149"
"CA","F","San Diego","06NOV2012","fulltime","          30","0.1974684713"
"WA","M","Seattle","15JUN2012","fulltime","          29","0.9704396906"
"Washington","M","Seattle","30JUN2012","fulltime","          36","0.6247891051"
"CA","F","Los Angeles","10JUL2013","fulltime","          29","0.5950490062"
"Wyoming","F","CHeyenne","16DEC2013","parttime","          28","0.6257465694"
"UT","F","provo","05JAN2012","fulltime","          31","0.1461171276"
"AZ","F","Phoenix","05APR2012","fulltime","          34","0.7589798517"
"CO","F","Denver","13AUG2013","fulltime","          36","0.0237247888"
"ID","F","BOISE","15MAY2012","fulltime","          28","0.4806198433"
"CA","F","San Francisco","16DEC2013","fulltime","          36","0.2453088566"
"UT","M","provo","26AUG2012","fulltime","          36","0.0818453585"
"CA","M","San Jose","06NOV2012","fulltime","          33","0.6708428663"
"Washington","M","Seattle","13AUG2013","fulltime","          31","0.4165388338"
"Washington","F","Seatlle","05DEC2013","fulltime","          57"," 0.761408646"
"CA","M","San Diego","25AUG2012","fulltime","          33","0.9059137422"
"CO","M","Denver","18MAY2014","fulltime","          53","0.3860291971"
"AZ","F","Phoenix","05APR2012","fulltime","          43","0.9762196136"
"CA","F","San Diego","01MAY2012","fulltime","          56","0.2847849435"
"CA","F","San Francisco","10JUN2013","fulltime","          37","0.1596935765"
"CA","M","San Francisco","08JUN2012","fulltime","          34","0.1207286679"
"CA","F","San Diego","21NOV2012","fulltime","          30","0.2170420667"
"CA","F","San Francisco","20MAR2013","fulltime","          28","0.4572397859"
"CA","F","Los Angeles","24SEP2012","fulltime","          60","0.4034411695"
"AZ","F","Phoenix","28AUG2012","other","          29","0.6992097547"
"CA","Female","Los Angeles","13AUG2013","fulltime","          28"," 0.366421167"
"OR","F","PORTland","03APR2014","other","          26","0.1778663165"
"WY","M","CHeyenne","15DEC2012","parttime","          27","0.7098713963"
"AZ","F","Phoenix","18JUL2012","fulltime","          61","0.2481181702"
"CA","M","San Jose","07MAR2013","fulltime","          63","0.4064688242"
"CA","Male","Los Angeles","15NOV2013","fulltime","          57","0.9961604993"
"Nevada","M","Las Vegas","08DEC2013","fulltime","          29","0.5274814528"
"CA","M","San Francisco","17MAY2014","fulltime","          56","0.2098345548"
"CA","M","San Francisco","17MAY2014","fulltime","          51","0.9973852187"
"CA","M","San Francisco","27DEC2012","fulltime","          30","0.0264431704"
"AZ","F","Phoenix","15JUN2012","other","          28","0.0757310531"
"CO","M","Denver","16MAY2013","parttime","          50","0.6209304419"
"CA","F","San Diego","08OCT2012","fulltime","          33","0.4022485318"
"UT","M","provo","08MAR2012","fulltime","          38","0.8485072557"
"CA","F","San Jose","26JAN2012","fulltime","          46","0.3926642641"
"ID","M","BOISE","25NOV2013","fulltime","          31","0.4634482323"
"AZ","M","Phoenix","15MAR2012","other","          30","0.4473589735"
"AZ","F","Phoenix","11AUG2013","other","          30","0.7248546997"
"CA","M","San Francisco","08MAY2013","fulltime","          35","0.3878760884"
"CA","F","San Francisco","30MAR2013","fulltime","          50","0.6523903933"
"AZ","M","Phoenix","21MAY2014","other","          57","0.5033851669"
"CO","F","Denver","01JAN2012","fulltime","          63","0.1686755676"
"CA","M","San Francisco","16DEC2013","fulltime","          36","0.2502552319"
"UT","M","provo","01OCT2012","fulltime","          39","0.7693989457"
"AZ","M","Phoenix","06JUL2013","other","          34","0.7791318296"
"CO","M","Denver","17APR2012","parttime","          30"," 0.979667223"
"CA","Male","Los Angeles","19FEB2013","fulltime","          28","0.5083350458"
"CA","F","San Diego","15MAR2012","fulltime","          35","0.6973759675"
"AZ","F","Phoenix","25NOV2013","fulltime","          29","0.5498456124"
"CA","M","San Francisco","19JAN2014","fulltime","          61","0.7713837245"
"CA","M","Los Angeles","19FEB2013","fulltime","          28","0.3579162319"
"CA","Woman","Los Angeles","25OCT2012","fulltime","          28","0.0704528857"
"Arizona","M","Tucson","10JUL2013","fulltime","          38","0.2349251785"
"WA","M","Seattle","01MAY2012","fulltime","          60","0.0477732243"
"CA","M","San Diego","03APR2014","fulltime","          56","0.4058091344"
"AZ","M","Phoenix","06DEC2012","other","          53","0.0674116486"
"Nevada","F","Las Vegas","25NOV2013","fulltime","          28","0.7738266637"
"CA","F","San Francisco","18MAY2014","fulltime","          36","0.3730685252"
"ID","F","BOISE","30MAR2013","parttime","          63","0.9378574826"
"CA","F","San Francisco","05NOV2012","fulltime","          48","0.3211141333"
"UT","M","provo","05MAR2012","fulltime","          61","0.8926555463"
"AZ","M","Phoenix","13AUG2013","fulltime","          40","0.2249680163"
"CA","Male","Los Angeles","19FEB2013","fulltime","          31","0.2762552017"
"CA","Man","Los Angeles","30MAR2013","fulltime","          39","0.5026503981"
"AZ","F","Tucson","10JUN2013","parttime","          54","0.3269996193"
"Arizona","F","Phoenix","30JUN2012","fulltime","          37","0.2102739709"
"CA","F","San Diego","30MAR2013","fulltime","          32","0.9935382172"
"WA","M","Seattle","04AUG2013","fulltime","          58","0.5629559846"
"Wyoming","M","CHeyenne","24APR2013","parttime","          31","  0.90747638"
"Wyoming","F","CHeyenne","24APR2013","parttime","          36","0.0590751032"
"CA","M","San Jose","09FEB2014","fulltime","          36","0.0171292415"
"UT","M","provo","10NOV2013","fulltime","          27","0.3410743928"
"OR","F","PORTland","18DEC2012","other","          28","0.8862627819"
"CA","F","San Diego","06APR2014","fulltime","          31","0.4821202557"
"CA","Male","Los Angeles","06MAY2014","fulltime","          32","0.4118095345"
"ID","M","BOISE","10NOV2013","fulltime","          38"," 0.339423286"
"NV","F","Las Vegas","24SEP2012","fulltime","          45","0.2009872651"
"OR","M","PORTland","30MAR2013","other","          28","0.6880324984"
"CO","F","Denver","25MAR2013","fulltime","          31","0.6315594565"
"NV","M","Las Vegas","16DEC2013","fulltime","          34","0.4159241875"
"Wyoming","M","CHeyenne","21MAY2014","parttime","          34","0.3278828381"
"CA","F","San Diego","08MAR2012","fulltime","          35"," 0.717713205"
"CA","Man","Los Angeles","25AUG2012","fulltime","          54","   0.4078096"
"OR","F","PORTland","30MAR2012","other","          36","0.2942407612"
"CA","F","San Diego","05APR2012","fulltime","          57","0.4309826281"
"OR","F","PORTland","15MAR2012","other","          46","0.4968511194"
"WY","F","CHeyenne","12DEC2012","parttime","          40","0.7031720633"
"WY","F","CHeyenne","25AUG2012","parttime","          52","0.2256949736"
"AZ","F","Phoenix","08MAY2013","fulltime","          33","0.4588489418"
"OR","F","PORTland","13SEP2012","other","          37","0.6225811116"
"CA","F","San Diego","05OCT2013","fulltime","          30","0.3411927402"
"CA","F","San Francisco","05JAN2012","fulltime","          37","0.1627761871"
"AZ","M","Phoenix","01MAY2012","fulltime","          36","0.7872547674"
"UT","M","provo","20MAR2013","fulltime","          61","0.5421335472"
"WA","M","Seattle","19JAN2014","fulltime","          30","0.5299762439"
"CA","F","San Jose","27OCT2013","fulltime","          40","0.7805303101"
"CA","F","San Jose","10JUL2013","fulltime","          36","0.1840328701"
"OR","M","PORTland","10OCT2013","other","          59","0.3727723972"
"CA","Female","Los Angeles","21FEB2012","fulltime","          28","0.3050675598"
"Wyoming","F","CHeyenne","04JAN2014","parttime","          43","0.3052615692"
"Washington","M","Seattle","17APR2012","fulltime","          33","0.1785259243"
"Wyoming","F","CHeyenne","05NOV2012","parttime","          39","0.7389094959"
"CA","Male","Los Angeles","19FEB2013","fulltime","          51","0.7866444494"
"AZ","F","Phoenix","15DEC2012","other","          33","0.8826558035"
"UT","F","provo","05NOV2012","fulltime","          33","0.5079418153"
"WY","M","CHeyenne","25NOV2013","parttime","          50","0.9282944016"
"CA","F","Los Angeles","19FEB2013","fulltime","          29","0.8316075456"
"NV","M","Las Vegas","09MAY2013","fulltime","          34","0.6184134202"
"NV","F","Las Vegas","06DEC2012","fulltime","          28","0.6053137596"
"CA","M","San Francisco","25MAR2013","fulltime","          40","0.4770720124"
"CA","M","San Francisco","04MAY2014","fulltime","          30","0.3535142007"
"ID","F","BOISE","26AUG2012","fulltime","          28","0.9668395887"
"CA","Man","Los Angeles","19FEB2013","fulltime","          31","0.5340423791"
"Nevada","F","Las Vegas","14OCT2013","fulltime","          42","0.9212049488"
"CA","Woman","Los Angeles","19FEB2013","fulltime","          42"," 0.450698944"
"CA","M","San Jose","01MAY2012","fulltime","          29","0.1746360917"
"ID","F","BOISE","04JUN2013","parttime","          32","0.3573146432"
"AZ","F","Phoenix","18JUL2012","fulltime","          59","0.3900778761"
"ID","M","BOISE","05APR2012","parttime","          29","0.7131402254"
"OR","F","PORTland","16MAY2013","other","          29"," 0.932858136"
"OR","M","PORTland","21FEB2012","other","          34","0.7145230396"
"OR","M","PORTland","15FEB2014","other","          29","0.5816964417"
"Washington","F","Seatlle","14OCT2013","fulltime","          33"," 0.077580445"
"Arizona","M","Phoenix","25AUG2012","fulltime","          39","0.1265515756"
"AZ","F","Tucson","07MAR2013","parttime","          36","0.8272169925"
"CA","F","San Diego","26JAN2012","fulltime","          33","0.8086993563"
"Washington","M","Seattle","14OCT2013","fulltime","          53","0.0124172494"
"CA","F","San Francisco","24SEP2012","fulltime","          40"," 0.664232862"
"Wyoming","M","CHeyenne","10OCT2013","parttime","          56","0.9110050057"
"Nevada","M","Las Vegas","18MAY2014","fulltime","          60","0.6037878462"
"WA","F","Seatlle","30MAR2013","fulltime","          36","0.5528230209"
"CA","Male","Los Angeles","19FEB2013","fulltime","          31","0.6692909802"
"Wyoming","F","CHeyenne","25JUL2013","parttime","          34","0.4864857278"
"AZ","F","Phoenix","29MAR2014","fulltime","          43","0.7228762134"
"AZ","M","Phoenix","16MAY2014","fulltime","          31","0.4256986489"
"CA","F","San Francisco","15JAN2012","fulltime","          37"," 0.888957432"
"OR","M","PORTland","12DEC2012","other","          40","0.8469993667"
"CO","F","Denver","10JUL2013","fulltime","          29","0.0007506255"
"NV","F","Las Vegas","09MAY2013","fulltime","          60"," 0.760411498"
"CA","Female","Los Angeles","30MAR2013","fulltime","          42","0.3654849736"
"CA","M","San Diego","22MAY2014","fulltime","          41","0.9211345329"
"UT","M","provo","15FEB2014","fulltime","          37","0.9343892922"
"OR","F","PORTland","01OCT2012","other","          61","0.4195328878"
"UT","M","provo","13AUG2013","fulltime","          30","0.0310313176"
"Nevada","M","Las Vegas","06NOV2012","fulltime","          42"," 0.890085428"
"NV","F","Las Vegas","26AUG2012","fulltime","          30","0.1874916457"
"Wyoming","M","CHeyenne","09FEB2014","parttime","          36","0.1992754919"
"Arizona","M","Phoenix","16MAY2013","fulltime","          30","0.5130543474"
"NV","M","Las Vegas","15MAR2012","fulltime","          50","0.1540875547"
"CO","F","Denver","15FEB2014","fulltime","          46","0.8948000664"
"Arizona","M","Tucson","15JAN2012","fulltime","          28","0.1763004312"
"CA","M","San Jose","12DEC2012","fulltime","          52","0.5650992373"
"CA","M","San Diego","20JUN2013","fulltime","          39","0.1647405718"
"WY","M","CHeyenne","19JAN2014","parttime","          28","0.3593363158"
"CO","F","Denver","25AUG2012","fulltime","          30"," 0.979402631"
"CA","F","San Francisco","13JAN2014","fulltime","          28","0.7771382564"
"CA","F","San Francisco","01MAY2012","fulltime","          28","0.2330011843"
"UT","M","provo","30MAR2013","fulltime","          36","0.1491184268"
"CA","F","San Francisco","29MAR2014","fulltime","          43","0.6380532778"
"Arizona","F","Phoenix","10OCT2013","other","          55","0.3826717256"
"UT","F","provo","10OCT2013","fulltime","          45","0.5549625361"
"CO","M","Denver","20JUN2013","parttime","          32","0.5696015263"
"CA","Male","Los Angeles","15JAN2012","fulltime","          39","0.6796691342"
"CA","M","San Jose","08JUN2012","fulltime","          29","0.6087464451"
"Washington","F","Seatlle","06JUL2013","fulltime","          46","0.7182392328"
"CA","F","San Francisco","12DEC2012","fulltime","          57","0.3445531537"
"WA","M","Seattle","30MAR2013","fulltime","          56","0.8130996757"
"WY","F","CHeyenne","05MAR2012","parttime","          36","0.0567519618"
"CO","F","Denver","30JUN2012","parttime","          43","0.6828907983"
"Arizona","F","Phoenix","30MAR2013","fulltime","          54","0.9475411367"
"CA","F","San Diego","15MAY2014","fulltime","          34","0.8015084224"
"CA","M","San Jose","19SEP2013","fulltime","          48","0.5529633209"
"AZ","F","Phoenix","30MAR2013","fulltime","          58","0.2384556542"
"NV","M","Las Vegas","03APR2012","fulltime","          40","0.8865406746"
"Washington","M","Seattle","09MAY2013","fulltime","          28","0.9803149733"
"Arizona","M","Tucson","24SEP2012","fulltime","          32","0.8737432216"
"CA","F","San Francisco","28MAR2014","fulltime","          33","0.5511509071"
"CA","Female","Los Angeles","22JAN2013","fulltime","          29","0.2276504795"
"AZ","M","Phoenix","21MAY2014","fulltime","          41","0.1723976364"
"NV","F","Las Vegas","31OCT2012","fulltime","          27","0.6924968356"
"OR","F","PORTland","26JAN2012","other","          34"," 0.806180355"
"WY","F","CHeyenne","16MAY2014","parttime","          27","0.5696538359"
"CA","Male","Los Angeles","19FEB2013","fulltime","          39","0.7392642837"
"CA","M","San Jose","15MAY2012","fulltime","          34","0.9090694491"
"CA","M","San Francisco","13JAN2014","fulltime","          38","0.9616331914"
"OR","M","PORTland","25AUG2012","other","          32"," 0.696553367"
"CA","M","San Francisco","16APR2014","fulltime","          28"," 0.457923847"
"NV","M","Las Vegas","06APR2014","fulltime","          26","0.8369884951"
"UT","F","provo","01JAN2012","fulltime","          29","0.2194743372"
"CA","F","San Diego","21FEB2012","fulltime","          33","0.6693349735"
"CA","Man","Los Angeles","10FEB2012","fulltime","          41"," 0.416227808"
"UT","F","provo","16APR2014","fulltime","          46","0.3956678339"
"CA","M","San Francisco","03APR2014","fulltime","          34","0.2863563273"
"OR","M","PORTland","08MAY2013","other","          32","0.9862464471"
"UT","M","provo","08DEC2013","fulltime","          52","0.1153648985"
"Arizona","M","Tucson","19JAN2014","fulltime","          45"," 0.034034532"
